GO ID	GO name	Genes in GO	Children of GO	Parents of GO
GO:0032055	negative regulation of translation in response to stress	rmf,	GO:0080149,GO:1902010,GO:0032061,GO:0032057,GO:0070322,GO:0032938,	GO:0043555,GO:0017148,
GO:0016078	tRNA catabolic process	rnb,	GO:0071038,	GO:0034661,GO:0006399,
GO:0042780	tRNA 3'-end processing	rnd,rnt,rph,	GO:1990180,GO:0042779,GO:0001680,	GO:0043628,GO:0008033,
GO:0000967	rRNA 5'-end processing	yqgF,rne,	GO:0000477,GO:0000472,GO:0000465,	GO:0034471,GO:0006364,
GO:0043137	DNA replication, removal of RNA primer	rnhB,rnhA,	GO:1903469,	GO:0006401,GO:0006259,
GO:0065007	biological regulation	rnk,	GO:0065009,GO:0065008,GO:0050789,GO:1902728,GO:1902727,	GO:0008150,
GO:0060702	negative regulation of endoribonuclease activity	rplD,rnlB,rraA,rraB,		GO:0060699,GO:0060701,
GO:0001682	tRNA 5'-leader removal	rnpA,		GO:0008033,
GO:0034470	ncRNA processing	rnr,	GO:0016180,GO:0034471,GO:0006364,GO:0031053,GO:0008033,GO:0043144,GO:0031054,GO:0043628,	GO:0006396,GO:0034660,
GO:0030961	peptidyl-arginine hydroxylation	roxA,	GO:0018102,GO:0030962,	GO:0018195,
GO:0015968	stringent response	rplK,		GO:0009267,
GO:0001121	transcription from bacterial-type RNA polymerase promoter	rpoH,		GO:0006351,
GO:0050779	RNA destabilization	rppH,	GO:0061157,GO:0036417,	GO:0043487,
GO:2000766	negative regulation of cytoplasmic translation	rpsA,	GO:1900248,GO:1990625,GO:1904689,	GO:0017148,GO:2000765,
GO:0045903	positive regulation of translational fidelity	rpsD,valS,yeaK,		GO:0045727,GO:0006450,
GO:1990145	maintenance of translational fidelity	rpsD,rpsE,		GO:0009059,
GO:0000372	Group I intron splicing	rpsL,		GO:0000376,
GO:0033120	positive regulation of RNA splicing	rpsL,	GO:0048026,GO:1904722,	GO:0043484,GO:0051254,GO:0010628,
GO:0034337	RNA folding	rpsL,		GO:0016070,
GO:0060699	regulation of endoribonuclease activity	rraA,rraB,	GO:0060702,GO:1902380,	GO:0060700,
GO:0042742	defense response to bacterium	rrrQ,rrrD,rzpR,rzpD,	GO:0009682,GO:0050829,GO:0050831,GO:0050830,GO:0019731,GO:0009816,	GO:0098542,GO:0009617,
GO:0042256	mature ribosome assembly	rsfS,		GO:0042255,
GO:0090071	negative regulation of ribosome biogenesis	rsfS,yihI,	GO:2000233,GO:2000201,	GO:0048523,GO:0090069,
GO:0000154	rRNA modification	rsmA,	GO:0031167,GO:0002110,GO:1990882,GO:0031118,	GO:0009451,GO:0006364,
GO:0046470	phosphatidylcholine metabolic process	rssA,	GO:0036152,GO:0034638,GO:0036151,GO:0006656,GO:0006653,	GO:0097164,
GO:0031648	protein destabilization	rssB,		GO:0031647,
GO:0045862	positive regulation of proteolysis	rssB,	GO:1903003,GO:0060189,GO:0010954,GO:0051044,GO:0010952,GO:1903052,	GO:0032270,GO:0030162,
GO:0006210	thymine catabolic process	rutA,		GO:0019859,GO:0006208,
GO:0006212	uracil catabolic process	ydfG,rutG,rutC,rutF,rutA,rutE,rutB,rutD,		GO:0019860,GO:0006208,
GO:0006864	pyrimidine nucleotide transport	rutG,	GO:1990519,	GO:0006862,
GO:0015857	uracil transport	rutG,uraA,	GO:1903791,GO:1902431,	GO:0015855,
GO:1903791	uracil transmembrane transport	rutG,uraA,	GO:0098721,	GO:0015857,GO:1904082,
GO:0071932	replication fork reversal	ruvC,		GO:0031297,
GO:0019064	fusion of virus membrane with host plasma membrane	rzoR,rzoD,	GO:0098997,	GO:0039663,
GO:0035433	acetate transmembrane transport	satP,	GO:0006847,	GO:0098656,GO:0006846,
GO:0042885	microcin B17 transport	sbmA,		GO:0042884,
GO:1901998	toxin transport	sbmA,	GO:1990967,	GO:0006810,
GO:2000104	negative regulation of DNA-dependent DNA replication	sbmC,	GO:0043111,GO:0032297,GO:1902576,GO:0032876,GO:1903933,GO:0048478,GO:0090298,	GO:0090329,GO:0008156,
GO:2000372	negative regulation of DNA topoisomerase (ATP-hydrolyzing) activity	sbmC,yacG,		GO:0032780,GO:2000371,
GO:0032467	positive regulation of cytokinesis	sdiA,	GO:2000246,GO:1901893,GO:2000433,GO:1901650,GO:2000076,GO:1903490,	GO:0090068,GO:0051781,GO:0032465,
GO:0017038	protein import	tolQ,tolB,secA,tolA,	GO:0044743,GO:0006606,	GO:0015031,GO:0044765,
GO:0043952	protein transport by the Sec complex	secY,secG,secA,secD,secB,secF,secE,		GO:0071806,
GO:0065002	intracellular protein transmembrane transport	secY,tatE,secD,secE,secG,skp,tatC,secA,tatB,tatA,secF,	GO:0006616,GO:0044743,GO:0031204,GO:0016561,	GO:0071806,GO:0006886,
GO:0008104	protein localization	secB,	GO:1903260,GO:0008105,GO:1904327,GO:0035418,GO:1904106,GO:1902414,GO:1901703,GO:0034613,GO:0099612,GO:0015031,GO:0071692,GO:0031503,	GO:0033036,
GO:0072321	chaperone-mediated protein transport	secB,	GO:0072323,GO:0061741,	GO:0015031,GO:0044765,
GO:0006886	intracellular protein transport	secY,secG,secD,secF,secE,	GO:0098840,GO:0070843,GO:0032594,GO:0006605,GO:0070844,GO:0033369,GO:0032527,GO:0015869,GO:0000060,GO:0065002,GO:0051708,GO:0006606,GO:0006611,GO:0046752,GO:0033376,	GO:0046907,GO:0015031,
GO:0001514	selenocysteine incorporation	selB,selA,		GO:0006451,
GO:0016260	selenocysteine biosynthetic process	selA,serS,selD,		GO:0016259,GO:0009070,
GO:0097056	selenocysteinyl-tRNA(Sec) biosynthetic process	selA,serS,		GO:0032774,GO:0006399,
GO:0016259	selenocysteine metabolic process	selB,	GO:0016261,GO:0016260,	GO:0009069,
GO:0070329	tRNA seleno-modification	ybbB,selD,		GO:0006400,GO:0001887,
GO:0090143	nucleoid organization	seqA,	GO:0090144,	GO:0044763,GO:0016043,
GO:0006564	L-serine biosynthetic process	serB,tdh,serC,serA,		GO:0008652,GO:0009070,GO:0006563,
GO:0006434	seryl-tRNA aminoacylation	serS,	GO:0070158,	GO:0006418,
GO:0036448	cellular response to glucose-phosphate stress	setA,		GO:0036447,
GO:0046325	negative regulation of glucose import	sgrT,	GO:2001274,	GO:0010829,GO:0046324,
GO:0015733	shikimate transport	shiA,		GO:0015718,
GO:0022417	protein maturation by protein folding	skp,slyD,		GO:0006457,GO:0051604,
GO:0032978	protein insertion into membrane from inner side	skp,	GO:0032979,	GO:0051205,
GO:0010974	negative regulation of barrier septum assembly	slmA,	GO:1903396,GO:0031030,	GO:1901892,GO:1903437,GO:0032955,
GO:0032272	negative regulation of protein polymerization	slmA,	GO:1904543,GO:0030837,GO:0030840,GO:0031115,	GO:0032271,GO:0031333,
GO:0043547	positive regulation of GTPase activity	slmA,yihI,tsf,	GO:0090630,	GO:0043087,GO:0051345,
GO:0009294	DNA mediated transformation	ygcO,smf,ycjU,		GO:0009292,
GO:0070929	trans-translation	smpB,		GO:0006414,
GO:0070930	trans-translation-dependent protein tagging	smpB,		GO:0006464,
GO:0006801	superoxide metabolic process	sodC,sodB,sodA,	GO:0019430,GO:0042554,	GO:0072593,
GO:0019430	removal of superoxide radicals	sodC,trxB,sodB,sodA,		GO:0006801,GO:0098869,
GO:0071291	cellular response to selenium ion	sodA,		GO:0071248,GO:0010269,
GO:0000303	response to superoxide	sodB,	GO:0071451,	GO:0000305,
GO:0006596	polyamine biosynthetic process	speD,speE,speB,speA,	GO:0045312,GO:0006597,GO:0008295,GO:0009446,	GO:0042401,GO:0006595,
GO:0008295	spermidine biosynthetic process	speD,speF,speC,speE,speB,speA,		GO:0008216,GO:0006596,
GO:0009446	putrescine biosynthetic process	speB,speA,	GO:0033388,GO:0033387,	GO:0009445,GO:0006596,
GO:0033388	putrescine biosynthetic process from arginine	speB,speA,	GO:0033390,GO:0033389,	GO:0006525,GO:0044711,GO:0009446,
GO:0033387	putrescine biosynthetic process from ornithine	speF,speC,		GO:0044711,GO:0009446,GO:0006591,
GO:0006557	S-adenosylmethioninamine biosynthetic process	speD,		GO:0046129,GO:0046499,GO:0044272,
GO:0006598	polyamine catabolic process	speG,	GO:0009447,GO:0046205,GO:0046203,GO:0046208,	GO:0006595,GO:0042402,
GO:0006062	sorbitol catabolic process	srlD,		GO:0019407,GO:0006060,
GO:0045732	positive regulation of protein catabolic process	sspB,	GO:1903364,GO:1904294,GO:0051044,	GO:0051247,GO:0042176,GO:0009896,
GO:0032329	serine transport	sstT,tdcC,	GO:0042942,GO:0090478,	GO:0015804,
GO:0042918	alkanesulfonate transport	ssuC,ssuB,ssuA,		GO:0015711,GO:0042908,
GO:0046306	alkanesulfonate catabolic process	ssuE,ssuD,		GO:1901575,GO:0019694,GO:0044712,
GO:0006739	NADP metabolic process	sthA,	GO:0006098,GO:0006740,GO:0006742,GO:0006741,GO:0009051,GO:0070995,	GO:0046496,
GO:0033512	L-lysine catabolic process to acetyl-CoA via saccharopine	sucB,		GO:0019474,
GO:0031162	sulfur incorporation into metallo-sulfur cluster	sufE,sufS,		GO:0006790,GO:0006464,
GO:0051347	positive regulation of transferase activity	sufE,	GO:1904225,GO:1902771,GO:0080114,GO:1903755,GO:1900264,GO:1901666,GO:0051973,GO:1904222,GO:0051443,GO:1904219,GO:1904247,GO:1903304,GO:1904228,GO:1903934,GO:0033674,GO:2000467,GO:1904941,GO:2000985,GO:1900261,	GO:0051338,GO:0043085,
GO:0001887	selenium compound metabolic process	sufS,ybbB,	GO:0070329,GO:1903254,GO:0070503,	GO:0044237,
GO:0006534	cysteine metabolic process	sufS,	GO:0019346,GO:0019344,GO:0019267,GO:0009093,	GO:0009069,
GO:0006020	inositol metabolic process	suhB,	GO:0006021,GO:0019310,GO:0052746,	GO:0044763,GO:0044723,GO:0044262,GO:0019751,
GO:0046855	inositol phosphate dephosphorylation	suhB,	GO:0033518,	GO:0044723,GO:0071545,GO:0046838,
GO:0032466	negative regulation of cytokinesis	sulA,	GO:1901892,GO:1901649,GO:2000245,GO:2000432,GO:1902420,GO:2000075,GO:1902413,	GO:0051782,GO:0010948,GO:0032465,
GO:0060274	maintenance of stationary phase	surA,	GO:0060275,GO:0060276,	GO:0048874,
GO:0009290	DNA import into cell involved in transformation	sxy,		GO:0051027,GO:0098657,GO:0044765,
GO:0030420	establishment of competence for transformation	ycaI,sxy,		GO:0031668,
GO:0051090	regulation of sequence-specific DNA binding transcription factor activity	sxy,	GO:0051091,GO:2000823,GO:0043433,GO:1990787,GO:1904167,	GO:0065009,GO:0006355,
GO:1903658	positive regulation of type IV pilus biogenesis	sxy,		GO:1903656,GO:0044089,GO:0031346,
GO:0043254	regulation of protein complex assembly	syd,	GO:1903097,GO:0090234,GO:2000142,GO:0003400,GO:1904711,GO:0010990,GO:1904863,GO:0010807,GO:0035542,GO:0032459,GO:1900512,GO:1904239,GO:1900225,GO:0033623,GO:0071801,GO:1905443,GO:0043520,GO:0090034,GO:0032271,GO:0031334,GO:1900123,GO:1902442,GO:0001928,GO:1903872,GO:1903072,GO:1905100,GO:0031333,GO:0090364,GO:2001176,	GO:0044087,GO:0051128,
GO:0002100	tRNA wobble adenosine to inosine editing	tadA,		GO:0002097,
GO:0043953	protein transport by the Tat complex	tatC,tatE,tatB,tatA,		GO:0071806,
GO:0015734	taurine transport	tauA,tauB,		GO:0072348,GO:0071702,GO:0071705,
GO:0015837	amine transport	tauB,	GO:0015842,GO:0015841,GO:0061531,GO:0034229,	GO:0071702,GO:0071705,
GO:0015888	thiamine transport	thiQ,thiP,tbpA,	GO:0071934,	GO:0072348,GO:0051180,GO:0045117,
GO:0061504	cyclic threonylcarbamoyladenosine biosynthetic process	tcdA,		GO:0006400,
GO:0015811	L-cystine transport	tcyN,tcyP,tcyL,tcyJ,	GO:1904919,	GO:0000101,GO:0072337,
GO:0015825	L-serine transport	tdcC,		GO:0015807,
GO:0019665	anaerobic amino acid catabolic process	tdcD,	GO:0019670,GO:0019669,GO:0019475,GO:0019668,GO:0019667,	GO:0009063,GO:0006113,
GO:0009157	deoxyribonucleoside monophosphate biosynthetic process	tdk,	GO:0009177,GO:0009171,	GO:0009124,GO:0009162,
GO:0046690	response to tellurium ion	tehB,tehA,	GO:0071293,	GO:0010035,
GO:0009229	thiamine diphosphate biosynthetic process	thiF,thiK,thiE,thiH,thiS,thiC,thiD,thiM,thiG,thiI,thiL,		GO:0090407,GO:0072528,GO:0009108,GO:0019438,GO:0042357,
GO:0002937	tRNA 4-thiouridine biosynthesis	thiI,		GO:0034227,
GO:0034227	tRNA thio-modification	ttcA,thiI,	GO:0002937,GO:0070903,GO:0002143,	GO:0006400,
GO:0052837	thiazole biosynthetic process	thiI,		GO:1901566,GO:0052838,GO:0019438,GO:0018131,GO:1901362,GO:0044272,
GO:0006772	thiamine metabolic process	yjjX,thiK,yajO,	GO:0009228,GO:0009230,	GO:0042723,
GO:0006435	threonyl-tRNA aminoacylation	thrS,	GO:0070159,	GO:0006418,
GO:0006231	dTMP biosynthetic process	thyA,	GO:0036198,	GO:0009221,GO:0046073,GO:0009177,
GO:0006235	dTTP biosynthetic process	tmk,thyA,		GO:0046075,GO:0009221,GO:0009212,
GO:0051083	'de novo' cotranslational protein folding	tig,		GO:0006458,
GO:0002136	wobble base lysidine biosynthesis	tilS,		GO:0002101,
GO:0002101	tRNA wobble cytosine modification	tmcA,	GO:0002127,GO:0002136,	GO:0002097,
GO:0051391	tRNA acetylation	tmcA,		GO:1990884,GO:0006400,
GO:0006227	dUDP biosynthetic process	tmk,		GO:0009221,GO:0046077,GO:0009197,
GO:0006233	dTDP biosynthetic process	tmk,		GO:0009221,GO:0009197,GO:0046072,
GO:0006568	tryptophan metabolic process	trpC,trpB,trpA,tnaA,	GO:0034354,GO:0009848,GO:0006569,GO:0000162,GO:0019356,GO:0006587,	GO:0006586,GO:0009072,GO:1901605,
GO:0006569	tryptophan catabolic process	tnaB,tnaC,tnaA,	GO:0019440,GO:0019442,GO:0019441,GO:0019444,	GO:1901606,GO:0046218,GO:0006568,GO:0009074,
GO:0009072	aromatic amino acid family metabolic process	tnaA,	GO:0009073,GO:0006568,GO:0009074,GO:0006570,	GO:1901360,GO:0006725,GO:0006082,GO:1901564,
GO:0071237	cellular response to bacteriocin	tolB,tolA,		GO:0071236,GO:0046678,GO:1901653,
GO:0014070	response to organic cyclic compound	tolC,	GO:0036272,GO:0035094,GO:0009741,GO:1901595,GO:1901597,GO:1901556,GO:0097333,GO:1901426,GO:1904373,GO:0080052,GO:0034516,GO:0033197,GO:0051593,GO:1905242,GO:1901501,GO:0010266,GO:0097330,GO:0072733,GO:1990054,GO:1901557,GO:1904558,GO:0097335,GO:0048545,GO:0014072,GO:0009751,GO:0036287,GO:0097338,GO:0072726,GO:1904614,GO:1903442,GO:0071869,GO:1905119,GO:0072724,GO:1904321,GO:1901563,GO:0043331,GO:0033574,GO:0034776,GO:0010583,GO:0033590,GO:0071680,GO:0035634,GO:1901594,GO:0080026,GO:1904307,GO:1901561,GO:1903165,GO:0036314,GO:1903956,GO:1902521,GO:0014071,GO:0042220,GO:1990784,GO:1901498,GO:0014073,GO:1901355,GO:1901344,GO:0072730,GO:1903013,GO:1901323,GO:0072722,GO:0080184,GO:0036275,GO:1901424,GO:1904560,GO:0032355,GO:1901493,GO:0046898,GO:0070781,GO:0097068,GO:0097334,GO:1903925,GO:0035983,GO:1904612,GO:1901423,GO:0097331,GO:1903412,GO:1901559,GO:0033280,GO:0014074,GO:1902349,GO:0031001,GO:1901324,GO:1904486,GO:1903494,GO:1901986,GO:0036253,GO:0036274,GO:0097337,GO:0046680,GO:1901325,GO:1904641,GO:0031427,GO:1901554,GO:1902347,GO:1901497,GO:1901328,GO:1904402,GO:1903493,GO:0010238,GO:0097336,GO:1905307,GO:0080053,GO:0071407,GO:1903491,GO:1901326,GO:1904804,GO:1904636,GO:1902351,GO:1904578,GO:0072712,GO:1904647,GO:1904643,GO:1904610,GO:1902708,GO:1904014,GO:0033274,GO:0036288,GO:1904567,GO:0080021,GO:1904101,	GO:0010033,
GO:0051304	chromosome separation	topB,	GO:0051306,GO:0051307,	GO:0022402,
GO:0044349	DNA excision	torI,	GO:0000718,	GO:0006259,
GO:0046166	glyceraldehyde-3-phosphate biosynthetic process	tpiA,		GO:0090407,GO:0046184,GO:1901137,GO:0019682,
GO:0005991	trehalose metabolic process	treF,treA,ygjK,treR,	GO:0005992,GO:0005993,GO:0070413,	GO:0005984,
GO:0005993	trehalose catabolic process	treF,treA,treC,ygjK,	GO:1903134,	GO:0046352,GO:0005991,
GO:0015771	trehalose transport	treB,	GO:0072514,	GO:0015766,
GO:0002939	tRNA N1-guanine methylation	trmD,		GO:0030488,
GO:0002938	tRNA guanine ribose methylation	trmH,	GO:0002129,	GO:0002128,
GO:0036265	RNA (guanine-N7)-methylation	trmI,	GO:0070476,	GO:0001510,
GO:0002128	tRNA nucleoside ribose methylation	yjtD,trmJ,	GO:0002130,GO:0002938,	GO:0030488,
GO:0002131	wobble position cytosine ribose methylation	trmL,		GO:0002130,
GO:0002132	wobble position uridine ribose methylation	trmL,		GO:0002130,
GO:0000162	tryptophan biosynthetic process	trpC,trpE,trpL,trpB,trpA,trpD,		GO:0046219,GO:0009073,GO:0006568,GO:1901607,
GO:0090357	regulation of tryptophan metabolic process	trpL,	GO:1905012,GO:0090358,GO:1901996,	GO:0033238,
GO:0006436	tryptophanyl-tRNA aminoacylation	trpS,	GO:0070183,	GO:0006418,
GO:1990481	mRNA pseudouridine synthesis	truB,		GO:0016556,GO:0001522,
GO:0006662	glycerol ether metabolic process	trxC,trxA,ybbN,	GO:0046485,GO:0046504,GO:0044269,	GO:0018904,
GO:0002949	tRNA threonylcarbamoyladenosine modification	tsaC,tsaB,tsaE,tsaD,		GO:0006400,GO:0070525,
GO:0072714	response to selenite ion	tsgA,	GO:0072715,	GO:0010035,
GO:0006274	DNA replication termination	tus,	GO:0071170,GO:1902294,	GO:0006259,
GO:0071807	replication fork arrest involved in DNA replication termination	tus,		GO:0043111,
GO:0009308	amine metabolic process	tynA,	GO:0044106,GO:0009690,GO:0009310,GO:0018868,GO:0019624,GO:0009309,GO:2001129,GO:2001130,	GO:1901564,
GO:0019607	phenylethylamine catabolic process	tynA,		GO:0042443,GO:1901161,GO:0042402,
GO:0019292	tyrosine biosynthetic process from chorismate via 4-hydroxyphenylpyruvate	tyrB,		GO:0046417,GO:0006571,
GO:0006437	tyrosyl-tRNA aminoacylation	tyrS,	GO:0070184,	GO:0006418,
GO:0015747	urate transport	uacT,		GO:0015711,
GO:0042906	xanthine transport	uacT,xanQ,xanP,		GO:0006863,
GO:1903825	organic acid transmembrane transport	uacT,	GO:1905039,	GO:0055085,GO:0015849,
GO:0010795	regulation of ubiquinone biosynthetic process	ubiB,	GO:1904775,GO:1904774,	GO:0051196,GO:0010566,
GO:0042866	pyruvate biosynthetic process	ubiC,	GO:0019687,	GO:0006090,GO:0072330,
GO:0032150	ubiquinone biosynthetic process from chorismate	ubiJ,		GO:0046417,GO:0006744,
GO:0009108	coenzyme biosynthetic process	ubiX,	GO:1901663,GO:0071616,GO:0009396,GO:0006777,GO:0019363,GO:0009229,GO:0019361,GO:0009398,GO:0019295,GO:0015940,GO:0072388,GO:0006729,GO:0009107,GO:0032327,GO:0015937,GO:0042047,GO:0019298,GO:0042823,GO:0006556,	GO:0051188,GO:0006732,
GO:0008655	pyrimidine-containing compound salvage	udk,upp,	GO:0043100,GO:0043097,GO:0036172,GO:0032262,	GO:0072528,GO:0034654,GO:0043094,
GO:0009224	CMP biosynthetic process	udk,	GO:0006238,	GO:0046132,GO:0009220,GO:0046035,GO:0009174,
GO:0044206	UMP salvage	udp,udk,upp,		GO:0006222,GO:0010138,GO:0043097,
GO:0044211	CTP salvage	udk,		GO:0010138,GO:0006241,GO:0043097,
GO:0006065	UDP-glucuronate biosynthetic process	ugd,		GO:0009226,GO:0046398,
GO:0001407	glycerophosphodiester transport	ugpA,ugpC,ugpE,ugpB,ycjP,		GO:0015748,
GO:0006820	anion transport	uhpC,yfaV,yihN,uhpT,	GO:0015711,GO:0015710,GO:0015704,GO:0098656,GO:0015698,GO:1901349,	GO:0006811,
GO:0015712	hexose phosphate transport	uhpT,	GO:0015760,	GO:1901264,GO:0015748,
GO:0015760	glucose-6-phosphate transport	uhpT,		GO:0015712,
GO:0006027	glycosaminoglycan catabolic process	uidA,	GO:0042340,GO:0030209,GO:0030214,GO:0030207,GO:0006028,GO:0030211,GO:0009253,	GO:0030203,GO:0006026,
GO:0019391	glucuronoside catabolic process	uidA,		GO:0016139,GO:0044724,GO:0019389,GO:0044275,
GO:0015882	L-ascorbic acid transport	ulaC,ulaB,ulaA,	GO:0070904,	GO:0051180,GO:0046942,
GO:0019854	L-ascorbic acid catabolic process	ulaE,ulaD,ulaF,ulaG,		GO:0046395,GO:0019852,GO:0042365,
GO:0019852	L-ascorbic acid metabolic process	ulaE,ulaF,	GO:0019853,GO:0033355,GO:0019854,	GO:0019752,GO:0006767,
GO:0046050	UMP catabolic process	umpG,umpH,		GO:0009222,GO:0009175,GO:0046133,GO:0046049,
GO:0000012	single strand break repair	umuC,	GO:1903823,GO:1990396,	GO:0006281,
GO:0006223	uracil salvage	upp,		GO:0046107,GO:0043100,
GO:0018117	protein adenylylation	uspG,	GO:0098825,GO:0051111,GO:0018254,GO:0018116,GO:0018178,	GO:0018175,
GO:0070894	regulation of transposon integration	uup,	GO:0070896,GO:0070895,	GO:0010528,GO:0051052,
GO:0031297	replication fork processing	uvrD,	GO:0071932,GO:0034065,GO:1990426,	GO:0045005,GO:0006974,
GO:0070581	rolling circle DNA replication	uvrD,	GO:0039682,	GO:0006261,
GO:0006064	glucuronate catabolic process	uxuA,uxaC,	GO:0019640,GO:0042840,	GO:0072329,GO:0019585,
GO:0006438	valyl-tRNA aminoacylation	valS,	GO:0061475,GO:0070185,	GO:0006418,
GO:0061475	cytosolic valyl-tRNA aminoacylation	valS,		GO:0006438,
GO:0045228	slime layer polysaccharide biosynthetic process	wcaD,wcaI,wcaE,wcaK,wcaA,wcaL,wcaB,wcaM,wcaC,wcaF,		GO:0045226,GO:0045231,
GO:0006047	UDP-N-acetylglucosamine metabolic process	wecB,	GO:0006048,GO:0006049,	GO:0006040,GO:0009225,
GO:0018108	peptidyl-tyrosine phosphorylation	wzc,	GO:0035406,GO:0007260,GO:0038083,GO:0042976,GO:0018334,	GO:0018212,GO:0006468,
GO:0006148	inosine catabolic process	xapA,		GO:0046102,GO:0046130,
GO:0006149	deoxyinosine catabolic process	xapA,		GO:0046124,GO:0046094,
GO:0006161	deoxyguanosine catabolic process	xapA,		GO:0046124,GO:0042453,
GO:0034214	protein hexamerization	xapA,		GO:0051259,
GO:0043101	purine-containing compound salvage	xapA,	GO:0032261,GO:0043098,GO:0006166,GO:0043096,	GO:0034654,GO:0072522,GO:0043094,
GO:0046115	guanosine catabolic process	xapA,		GO:0008617,GO:1901069,
GO:0055086	nucleobase-containing small molecule metabolic process	xapB,xapA,	GO:0009112,GO:0034404,GO:0009116,GO:0034656,GO:0015949,GO:0006753,	GO:0044763,GO:0006139,GO:0044281,
GO:1903228	xanthosine catabolic process	xapA,		GO:1903227,GO:0046130,
GO:0015863	xanthosine transport	xapB,		GO:0015858,
GO:0009114	hypoxanthine catabolic process	xdhC,xdhB,xdhA,	GO:0006150,	GO:0046100,GO:0006145,
GO:0006150	hypoxanthine oxidation	xdhB,		GO:0009114,GO:0055114,
GO:0071139	resolution of recombination intermediates	xerC,xerD,	GO:0071140,	GO:0006259,
GO:0042732	D-xylose metabolic process	xylB,xylA,	GO:0042842,GO:0042843,	GO:0019321,
GO:0042843	D-xylose catabolic process	xylB,xylA,	GO:0044577,	GO:0019323,GO:0042732,
GO:0005997	xylulose metabolic process	xylB,	GO:0005999,GO:0005998,	GO:0019321,
GO:0005998	xylulose catabolic process	xylB,		GO:0019323,GO:0005997,
GO:0015753	D-xylose transport	xylG,xylF,xylE,xylH,		GO:0015750,
GO:0032328	alanine transport	yaaJ,	GO:0015808,GO:0042941,	GO:0046942,GO:0015804,
GO:0046176	aldonic acid catabolic process	yjhH,yagE,yjhG,yagF,	GO:0019584,GO:0046181,GO:0046177,GO:0046183,	GO:0072329,GO:0044724,GO:0019520,GO:0044275,
GO:0045493	xylan catabolic process	yagH,	GO:0052366,GO:2000888,GO:2000886,	GO:0000272,GO:0045491,
GO:0019546	arginine deiminase pathway	ybcF,yahI,yqeA,		GO:0006527,
GO:0006357	regulation of transcription from RNA polymerase II promoter	yhcC,yajL,	GO:0060260,GO:1900402,GO:0070816,GO:0008293,GO:0061432,GO:1900415,GO:0035960,GO:0060994,GO:1900448,GO:0090236,GO:1900621,GO:0030509,GO:1900427,GO:1900406,GO:1900374,GO:0045944,GO:0061396,GO:0001079,GO:0000122,GO:1900382,GO:1900545,GO:0000429,GO:0035956,GO:1900401,GO:0010672,GO:0001196,GO:1902893,GO:1900546,GO:1901213,GO:0070940,GO:1901580,GO:1900145,GO:0090019,GO:0090020,GO:0060500,GO:0060597,GO:1900389,GO:1902574,GO:1905380,GO:1902064,GO:2000823,GO:0072367,GO:0072361,GO:0035947,GO:0060850,GO:0046021,GO:1900094,GO:2000638,GO:1900405,GO:1904594,GO:1900393,GO:0034395,GO:0043618,GO:1904167,GO:0030510,GO:0034243,GO:0061434,GO:0060962,GO:0046019,GO:0072364,GO:1901407,GO:1900391,GO:1903756,GO:0035950,GO:0021909,	GO:0006355,
